index,sentences,greeting,misc:books,misc:hats,misc:balls,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement,thanks,numeric,same,annotated,cluster
22170,deal,False,,,,,,,,,,,Full,False,,False,True,0
22171,ok,False,,,,,,,,,,,Full,False,,False,True,5
22172,i need the book and the hat you can have the balls,False,,,,,,,,,,,,False,,False,False,36
22173,great !,False,,,,,,,,,,,Full,False,,False,True,-1
22174,"hi , i would like the hats and the balls",True,,,,,,,,,,,,False,,False,False,17
22175,how about both balls and a hat ?,False,,,,,,,,,,,,False,,False,False,15
22176,both balls and a book ?,False,,,,,,,,,,,,False,,False,False,28
22177,"i need 3 items total , any 3 would do",False,,,,,,,,,,,,False,,False,False,7
22178,two hats and a book ?,False,,,,,,,,,,,,False,,False,False,20
22179,"no , for me .",False,,,,,,,,,,,No Deal,False,,False,True,2
22180,i'm not taking less than 3 items .,False,,,,,,,,,,,,False,,False,False,7
22181,sounds good .,False,,,,,,,,,,,Full,False,,False,True,-1
22182,thanks for letting me know .,False,,,,,,,,,,,,False,,False,False,16
22183,hello,True,,,,,,,,,,,,False,,False,True,10
22184,you can have both balls if i get the hats and book,False,,,,,,,,,,,,False,,False,False,-1
22185,"if i give up a book or hat , i will need a ball too",False,,,,,,,,,,,,False,,False,False,-1
22186,how much are the things to you ?,False,,,,,,,,,,,,False,,False,False,16
22187,"i need three too , so i guess we will be here a while . i still offer both balls to you if i can have the other items .",False,,,,,,,,,,,,False,,False,False,7
22188,"for me ? yes , if i can have two hats and a book , i will let you have the two balls .",False,,,,,,,,,,,,False,,False,False,25
22189,"not happening , sorry",False,,,,,,,,,,,,False,,False,False,16
22190,"same here , so i guess we will just sit here and let the timer tick",False,,,,,,,,,,,,False,,False,False,19
22191,"there is actually a ""no deal was agreed"" button below . i did not realize that . guess we can click that",False,,,,,,,,,,,,False,,False,False,16
22192,"i would like the hat and ball , you can have the books",False,,,,,,,,,,,,False,,False,False,23
22193,no i need the hat,False,,,,,,,,,,,,False,,False,False,19
22194,the hat is the only thing of value to me,False,,,,,,,,,,,,False,,False,False,19
22195,no deal in that case,False,,,,,,,,,,,,False,,False,False,16
22196,you clicked deal - - we did not agree,False,,,,,,,,,,,,False,,False,False,16
22197,"how about i take hat , you take ball , and we split the books down the middle ?",False,,,,,,,,,,,,False,,False,False,-1
22198,same and the ball is of no value to me .,False,,,,,,,,,,,,False,,False,False,19
22199,"unfortunately the best i can offer is i take the hat and leave the rest to you , which is still a poor deal",False,,,,,,,,,,,,False,,False,False,19
22200,alright,False,,,,,,,,,,,Full,False,,False,True,16
22201,i have not agreed on a deal or the chat would stop . select no deal when it pops up .,False,,,,,,,,,,,,False,,False,False,16
22202,"hi ! how about you have all the hats , and i'll have the ball and book ?",True,,,,,,,,,,,,False,,False,False,37
22203,are the hats worth anyting at all for you ? because they aren't for me .,False,,all,,,,,,,,True,,False,,False,True,19
22204,what about the book . pleasssse can i have the book too ?,False,,,,,,,,,,,,False,,False,False,30
22205,"hello ,",True,,,,,,,,,,,,False,,False,False,10
22206,i was thinking i keep the book and you get the hats and the ball,False,,,,,,,,,,,,False,,False,False,-1
22207,yeah hats are but the ball isn't,False,,,,,,,,,,,,False,,False,False,19
22208,3 hats and 1 ball ?,False,,3,1,,,,,,,,,False,,False,True,7
22209,so you won't negotiate at all ?,False,,,,,,,,,,,,False,,False,False,16
22210,2 hats and 1 book ?,False,1,2,,,,,,,,,,False,,False,True,20
22211,fine .,False,,,,,,,,,,,,False,,False,False,-1
22212,i need the ball and three books,False,,,,,,,,,,,,False,,False,False,7
22213,"i can do that , you get hats and 2 books , i get ball and 2 books",False,,,,,,,,,,,,False,,False,False,25
22214,if you take the ball . i need the hats and at least 2 books,False,,,,,,,,,,,,False,,False,False,25
22215,deal,False,,,,,,,,,,,Full,False,,False,True,0
22216,can i have the book and 1 ball ?,False,,,,,,,,,,,,False,,False,False,29
22217,i would need the hat as well . hat and balls are low value for me .,False,,,,,,,,,,,,False,,False,False,-1
22218,you can have hat and all balls if i can have book .,False,,,,,,,,,,,,False,,False,False,37
22219,"you can have all of the balls , if i get the hat and the book",False,,,,,,,,,,,,False,,False,False,37
22220,i need the hat and 1 ball then to make a deal,False,,,,,,,,,,,,False,,False,False,19
22221,deal,False,,,,,,,,,,,Full,False,,False,True,0
22222,i only need the hats and you can have everything else .,False,,,,,,,,,,,,False,,False,False,19
22223,deal .,False,,,,,,,,,,,Full,False,,False,True,13
22224,okay sounds fair .,False,,,,,,,,,,,,False,,False,False,16
22225,i need only two books and you can keep everything else,False,,,,,,,,,,,,False,,False,False,20
22226,"that will not work for me , i will need at least two hats .",False,,,,,,,,,,,,False,,False,False,-1
22227,"ok , deal .",False,,,,,,,,,,,Full,False,,False,True,-1
22228,hello i'm really interested in three hats and a book,True,,,,,,,,,,,,False,,False,False,7
22229,"well then can i have a book , ball and one hat ?",False,,,,,,,,,,,,False,,False,False,29
22230,ok thanks,False,,,,,,,,,,,Full,False,,False,True,12
22231,i'll give you all the balls and i'll take the rest ?,False,,,,,,,,,,,,False,,False,False,19
22232,i'm bald though and can't go out without a hat . take my balls,False,,,,,,,,,,,,False,,False,False,-1
22233,i really want the hats . . . i have a party to go to and need them .,False,,,,,,,,,,,,False,,False,False,17
22234,give me one book and the hats,False,,,,,,,,,,,,False,,False,False,27
22235,i can give you one book and the ball,False,,,,,,,,,,,,False,,False,False,29
22236,deal,False,,,,,,,,,,,Full,False,,False,True,0
22237,i need the ball and the books and you can have the hats,False,,,,,,,,,,,,False,,False,False,36
22238,i really need both books and the ball,False,,,,,,,,,,,,False,,False,False,36
22239,"1 book , 1 ball and 1 hat",False,1,1,1,,,,,,,,,False,,False,True,29
22240,i want all the hats and one other item,False,,,,,,,,,,,,False,,False,False,19
22241,how about two hats and a ball ?,False,,,,,,,,,,,,False,,False,False,19
22242,ok,False,,,,,,,,,,,Full,False,,False,True,5
22243,what do you think of the hats ?,False,,,,,,,,,,,,False,,False,False,19
22244,how about two hats and one book ?,False,,,,,,,,,,,,False,,False,False,20
22245,how about all the hats and nothing else ?,False,,,,,,,,,,,,False,,False,False,19
22246,book and hats and one ball for me,False,,,,1,all,1,,,,,,False,,False,True,29
22247,i'll take the book and two hats and give you the rest,False,,,,,,,,,,,,False,,False,False,20
22248,book and 2 balls to me,False,,,,1,,2,,,,,,False,,False,True,25
22249,ok,False,,,,,,,,,,,Full,False,,False,True,5
22250,i would like the book and 2 hats,False,,,,,,,,,,,,False,,False,False,20
22251,ill take the book and one ball and one hat,False,,,,,,,,,,,,False,,False,False,29
22252,how about you take three hats and one ball and i get the rest,False,,,,,,,,,,,,False,,False,False,7
22253,how about i take hat and only the hat,False,,,,,,,,,,,,False,,False,False,19
22254,i'd like the balls .,False,,,,,,,,,,,,False,,False,False,-1
22255,deal .,False,,,,,,,,,,,Full,False,,False,True,13
22256,how about i take 1 of each ? you get two balls and a hat ?,False,,,,,,,,,,,,False,,False,False,19
22257,i can allow that .,False,,,,,,,,,,,,False,,False,False,16
22258,i would like the ball and two hats,False,,,,,,,,,,,,False,,False,False,19
22259,"i'll take the balls , you can have the rest",False,,,,,,,,,,,,False,,False,False,19
22260,okay,False,,,,,,,,,,,Full,False,,False,True,4
22261,you want two books ? deal,False,,,,,,,,,,,,False,,False,False,20
22262,"no way , i need the hat and 2 books",False,,,,,,,,,,,,False,,False,False,20
22263,"the hat , 1 book and the ball",False,,,,,,,,,,,,False,,False,False,29
22264,"no , that doesn't work i will take a hat and a book",False,,,,,,,,,,,,False,,False,False,-1
22265,how about two books ?,False,,,,,,,,,,,,False,,False,False,20
22266,"no , i will give you two books",False,,,,,,,,,,,,False,,False,False,20
22267,i can do the hat and one book,False,,,,,,,,,,,,False,,False,False,27
22268,that doesn't work for me . i will take the hat and ball . you get four books ?,False,,,,,,,,,,,,False,,False,False,26
22269,deal,False,,,,,,,,,,,Full,False,,False,True,0
22270,how about i take the hat and 2 balls ?,False,,,,,,,,,,,,False,,False,False,19
22271,i'd like the hat too . one hat one ball and you take everything,False,,,,,,,,,,,,False,,False,False,19
22272,ill take books and ball,False,,,,,,,,,,,,False,,False,False,-1
22273,"you get ball , i take rest",False,,,,,,,,,,,,False,,False,False,19
22274,i'll take 2 hats and the ball if that's ok ?,False,,,,,,,,,,,,False,,False,False,19
22275,i need the ball,False,,,,,,,,,,,,False,,False,False,19
22276,"you take the books and ball , i'll take the hats",False,,,,,,,,,,,,False,,False,False,35
22277,i need two books and the hat,False,,,,,,,,,,,,False,,False,False,20
22278,okay deal,False,,,,,,,,,,,Full,False,,False,True,-1
22279,how about you take just the books ?,False,,,,,,,,,,,,False,,False,False,-1
22280,hello,True,,,,,,,,,,,,False,,False,True,10
22281,"i'm not sure how this works , so can you help me please .",False,,,,,,,,,,,,False,,False,False,16
22282,"ok , do you have any balls i can get ?",False,,,,,,,,,,,,False,,False,False,19
22283,i'd really like to have the ball .,False,,,,,,,,,,,,False,,False,False,19
22284,the books and hats are both worth 0 to me .,False,,,,,,,,,,,,False,,False,False,19
22285,oh boy,False,,,,,,,,,,,,False,,False,False,16
22286,i can offer the ball and 1 book,False,,,,,,,,,,,,False,,False,False,29
22287,how about the ball and 1 hat ?,False,,,,,,,,,,,,False,,False,False,19
22288,i would like the ball one book and one hat,False,,,,,,,,,,,,False,,False,False,29
22289,how about the ball and both books ?,False,,,,,,,,,,,,False,,False,False,25
22290,"no , i would rather have the ball and one book",False,,,,,,,,,,,,False,,False,False,29
22291,"sorry , can`t do that . you can take one ball and one hat",False,,,,,,,,,,,,False,,False,False,19
22292,ok deal,False,,,,,,,,,,,Full,False,,False,True,8
22293,im taking the balls and hats,False,,,,,,,,,,,,False,,False,False,15
22294,2 balls to me along with one hat,False,,,,,1,2,,,,,,False,,False,True,19
22295,well hello there . i'd quite like the two balls and a book .,True,,,,,,,,,,,,False,,False,False,-1
22296,seems like a good deal . very well .,False,,,,,,,,,,,,False,,False,False,16
22297,i'll give you the balls if i can have the rest .,False,,,,,,,,,,,,False,,False,False,19
22298,i just will have the hat,False,,,,,,,,,,,,False,,False,False,19
22299,i would like the books and something else .,False,,,,,,,,,,,,False,,False,False,-1
22300,deal .,False,,,,,,,,,,,Full,False,,False,True,13
22301,sure,False,,,,,,,,,,,Full,False,,False,True,-1
22302,ok,False,,,,,,,,,,,Full,False,,False,True,5
22303,can i have two balls and a hat or book ?,False,,,,,,,,,,,,False,,False,False,25
22304,i'd like the book then if i could .,False,,,,,,,,,,,,False,,False,False,-1
22305,i'd need one of the hats or the ball along with the book,False,,,,,,,,,,,,False,,False,False,36
22306,that's actually worse for me . i'll take the 3 hats,False,,,,,,,,,,,,False,,False,False,7
22307,if i can have the book and the ball you can have the hats,False,,,,,,,,,,,,False,,False,False,-1
22308,would you be willing to accept the ball and two hats ?,False,,,,,,,,,,,,False,,False,False,19
22309,okay great ! thank you !,False,,,,,,,,,,,Full,False,,False,True,-1
22310,deal,False,,,,,,,,,,,Full,False,,False,True,0
22311,if i can have the book and the hat you can have all of the balls,False,,,,,,,,,,,,False,,False,False,37
22312,great ! thank you !,False,,,,,,,,,,,Full,False,,False,True,-1
22313,i want two hats,False,,,,,,,,,,,,False,,False,False,19
22314,yes,False,,,,,,,,,,,Full,False,,False,True,9
22315,and i get the rest ?,False,,,,rest,rest,rest,,,,,,False,,False,True,16
22316,i would like the book and all 3 balls,False,,,,,,,,,,,,False,,False,False,7
22317,i can't do that . how about i give you two of the balls and that i keep the book and one of the balls ?,False,,,,,,,,,,,,False,,False,False,25
22318,i'd like to keep the book but i'll give you the rest,False,,,,,,,,,,,,False,,False,False,32
22319,"i'm sorry , i would rather keep the book and give you the hat and all 3 balls",False,,,,,,,,,,,,False,,False,False,7
22320,i guess it will be no deal because i want the book,False,,,,,,,,,,,,False,,False,False,-1
22321,"i can not make that deal . you can have the balls but , i need everything else",False,,,,,,,,,,,,False,,False,False,19
22322,i need the book or no deal .,False,,,,,,,,,,,,False,,False,False,-1
22323,i can not give up the book . are you willing to make another offer,False,,,,,,,,,,,,False,,False,False,-1
22324,i can not make a deal without the book . . . so you can have everything else or no deal .,False,,,,,,,,,,,,False,,False,False,-1
22325,no deal .,False,,,,,,,,,,,No Deal,False,,False,True,10
22326,sounds good to me . i want the 3 books .,False,,,,,,,,,,,,False,,False,False,7
22327,i would like the ball and the hat .,False,,,,,,,,,,,,False,,False,False,17
22328,deal .,False,,,,,,,,,,,Full,False,,False,True,13
22329,if i can have one of each you can have the other two books,False,,,,,,,,,,,,False,,False,False,20
22330,i can not make that deal . you can have the books if i can have the hat and the ball,False,,,,,,,,,,,,False,,False,False,34
22331,yes .,False,,,,,,,,,,,Full,False,,False,True,16
22332,hat and one book to me,False,,,,,,,,,,,,False,,False,False,27
22333,all book to me,False,,,,all,,,,,,,,False,,False,True,-1
22334,i want the 4 books and 2 hats please,False,,,,,,,,,,,,False,,False,False,26
22335,you can have 1 hat and the ball,False,,,,,,,,,,,,False,,False,False,19
22336,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
22337,mtc ? no deal,False,,,,,,,,,,,,False,,False,False,-1
22338,hurry up green button - no deal,False,,,,,,,,,,,,False,,False,False,16
22339,is that all . i need 2 hats and the ball .,False,,,,,,,,,,,,False,,False,False,19
22340,i need both hats and the ball,False,,,,,,,,,,,,False,,False,False,19
22341,no deal mtc rules,False,,,,,,,,,,,,False,,False,False,16
22342,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
22343,it is not showing for me,False,,,,,,,,,,,,False,,False,False,16
22344,"hi , i need the book and 2 hats",True,,,,,,,,,,,,False,,False,False,20
22345,"ok , take 2 hats and the ball .",False,,,,,,,,,,,,False,,False,False,19
22346,i'll accept no less than 2 hats and the ball .,False,,,,,,,,,,,,False,,False,False,19
22347,deal .,False,,,,,,,,,,,Full,False,,False,True,13
22348,i'd like the ball and the book . you can have the reset,False,,,,,,,,,,,,False,,False,False,21
22349,okay,False,,,,,,,,,,,Full,False,,False,True,4
22350,i need either the ball or the book . how about i get the book and you keep the rest ?,False,,,,,,,,,,,,False,,False,False,-1
22351,i would like the books and the ball .,False,,,,,,,,,,,,False,,False,False,21
22352,you cannot give either up for a ball ?,False,,,,,,,,,,,,False,,False,False,19
22353,deal .,False,,,,,,,,,,,Full,False,,False,True,13
22354,i need ball and hat,False,,,,,,,,,,,,False,,False,False,19
22355,i take balll you get rest,False,,,,,,,,,,,,False,,False,False,19
22356,i would like the hat and 2 balls,False,,,,,,,,,,,,False,,False,False,19
22357,okay done,False,,,,,,,,,,,,False,,False,False,-1
22358,agreed,False,,,,,,,,,,,Full,False,,False,True,11
22359,"the ball and hat for me , rest to you",False,,,,,,,,,,,,False,,False,False,19
22360,ya thats fine .,False,,,,,,,,,,,,False,,False,False,16
22361,i need the hats and the ball,False,,,,,,,,,,,,False,,False,False,19
22362,"great , thanks",False,,,,,,,,,,,,False,,False,False,16
22363,if i can have the book and the hats you can have the ball,False,,,,,,,,,,,,False,,False,False,33
22364,okay deal .,False,,,,,,,,,,,Full,False,,False,True,12
22365,no thats not fair . you can have all of the hats and i will take just the book and ball,False,,,,,,,,,,,,False,,False,False,37
22366,how about you take two books,False,,,,,,,,,,,,False,,False,False,20
22367,yeah but ok one ball,False,,,,,,,,,,,,False,,False,False,19
22368,ok,False,,,,,,,,,,,Full,False,,False,True,5
22369,hello i would like 1 book and 1 ball .,True,,,,,,,,,,,,False,,False,False,29
22370,and no ball ? i would really like 1 ball at least .,False,,,,,,1,,,,,,False,,False,True,19
22371,so i get 1 book and 1 ball correct ?,False,,,,,,,,,,,,False,,False,False,29
22372,i need both hats and books,False,,,,,,,,,,,,False,,False,False,24
22373,great,False,,,,,,,,,,,Full,False,,False,True,-1
22374,i'll take both balls and a hat,False,,,,,,,,,,,,False,,False,False,15
22375,ok,False,,,,,,,,,,,Full,False,,False,True,5
22376,you can have all 3 basketballs and ill take the book and hat,False,,,,,,,,,,,,False,,False,False,7
22377,how about you get just the book and i keep the balls and hat,False,,,,,,,,,,,,False,,False,False,-1
22378,ok deal,False,,,,,,,,,,,Full,False,,False,True,3
22379,how about 2 balls and the book ?,False,,,,,,,,,,,,False,,False,False,25
22380,how about i get one ball and book ?,False,,,,,,,,,,,,False,,False,False,29
22381,i need the ball and the hats,False,,,,,,,,,,,,False,,False,False,19
22382,deal,False,,,,,,,,,,,Full,False,,False,True,0
22383,i need 1 hat and all the books .,False,,,,,,,,,,,,False,,False,False,-1
22384,how about you take both balls and i get the rest,False,,,,,,,,,,,,False,,False,False,19
22385,how about you just take the book only,False,,,,,,,,,,,,False,,False,False,-1
22386,i also need the book and one hat,False,,,,,,,,,,,,False,,False,False,24
22387,i can offer you the book and both balls,False,,,,,,,,,,,,False,,False,False,28
22388,would like the book and 1 hat . you can have the rest .,False,,,,,,,,,,,,False,,False,False,27
22389,no the balls are worthless to me . i need the book and 1 hat .,False,,,,,,,,,,,,False,,False,False,34
22390,no i need the book and at least 1 hat .,False,,,,,,,,,,,,False,,False,False,-1
22391,make me another offer .,False,,,,,,,,,,,,False,,False,False,16
22392,okay i will take the book and both balls .,False,,,,,,,,,,,,False,,False,False,28
22393,"hows about 2 books and 2 hats for me , you get 1 ball and 1 hat ?",False,,,,,,,,,,,,False,,False,False,25
22394,can you trade a hat for the ball ?,False,,,,,,,,,,,,False,,False,False,-1
22395,yep,False,,,,,,,,,,,Full,False,,False,True,16
22396,no deal . i can do all hats and you get the rest ?,False,,,,,,,,,,,,False,,False,False,19
22397,so i get 2 hats and a ball ?,False,,,,,,,,,,,,False,,False,False,19
22398,what would you like ?,False,,,,,,,,,,True,,False,,False,True,-1
22399,how about i get the ball and 2 hats . you get the books and 1 hat,False,,,,,,,,,,,,False,,False,False,25
22400,ok,False,,,,,,,,,,,Full,False,,False,True,5
22401,the hats and either the ball or one book,False,,,,,,,,,,,,False,,False,False,29
22402,the hats are where most of the points are for me . i could do it if i get 2 hats and all the books,False,,,,,,,,,,,,False,,False,False,25
22403,"i'll have the balls , you can have the rest .",False,,,,,,,,,,,,False,,False,False,19
22404,"that's fine , and i'll take the rest .",False,,,,,,,,,,,,False,,False,False,16
22405,i need both books and 1 ball,False,,,,,,,,,,,,False,,False,False,29
22406,yes,False,,,,,,,,,,,Full,False,,False,True,9
22407,i only want the hat,False,,,,,,,,,,,,False,,False,False,19
22408,i would like all the balls and the hat .,False,,,,,,,,,,,,False,,False,False,17
22409,deal .,False,,,,,,,,,,,Full,False,,False,True,13
22410,i can give up the hats if i can take the rest .,False,,,,,,,,,,,,False,,False,False,19
22411,"i'd like the hats and the book , but being fair i'd settle for just the hats .",False,,,,,,,,,,,,False,,False,False,-1
22412,sounds fair enough . deal,False,,,,,,,,,,,,False,,False,False,16
22413,can i have the hat and one of the books ?,False,,,,,,,,,,,,False,,False,False,18
22414,how about the hat and you can have the rest,False,,,,,,,,,,,,False,,False,False,19
22415,ya it would see that way on my side too unfortunately,False,,,,,,,,,,,,False,,False,False,16
22416,its the only thing of value to me .,False,,,,,,,,,,,,False,,False,False,16
22417,"welp looks like we are at an impass and we chit chat until it says we can ""make no deal""",False,,,,,,,,,,,,False,,False,False,16
22418,"nope , no deal .",False,,,,,,,,,,,,False,,False,False,16
22419,i can give you two books and two balls for the hat and one ball,False,,,,,,,,,,,,False,,False,False,25
22420,i need the hat . unless i get the hat we cannot make a deal,False,,,,,,,,,,,,False,,False,False,19
22421,are you sure you cannot give the hat up ?,False,,,,,1,,,,,,,False,,False,True,19
22422,the hat is the only item of value to me also,False,,,,,,,,,,,,False,,False,False,19
22423,this isn't going to work,False,,,,,,,,,,,,False,,False,False,16
22424,"i'll give you both hats , but not the book",False,,,,,,,,,,,,False,,False,False,-1
22425,i really need that book and i'd like both hats also,False,,,,,,,,,,,,False,,False,False,-1
22426,i need the book or we can't make a deal . i'd be willing to give you everything else for the book .,False,,,,,,,,,,,,False,,False,False,-1
22427,you can have the hats if i can have the book and ball,False,,,,,,,,,,,,False,,False,False,33
22428,the book is too valuable to me to give up,False,,,,,,,,,,,,False,,False,False,-1
22429,sure,False,,,,,,,,,,,Full,False,,False,True,-1
22430,yes,False,,,,,,,,,,,Full,False,,False,True,9
22431,can you trade a hat or two for the book ?,False,,,,,,,,,,,,False,,False,False,20
22432,trade a hat for the ball ?,False,,,,,,,,,,,,False,,False,False,-1
22433,"so 3 hats and a ball for me , 1 hat 1 book for you ?",False,,,,,,,,,,,,False,,False,False,7
22434,i would like both books and one hat,False,,,,,,,,,,,,False,,False,False,27
22435,"alright , so i get the books ?",False,,,,all,,,,,,,Counter,False,,False,True,30
22436,i need the hat,False,,,,,,,,,,,,False,,False,False,19
22437,"yes , you get books , me all else",False,,,,,,,,,,,,False,,False,False,31
22438,"i can't do that . i can give you one of the balls , and both hats if that's acceptable .",False,,,,,,,,,,,,False,,False,False,19
22439,"ok , that's fair enough to me . deal .",False,,,,,,,,,,,,False,,False,False,16
22440,book and balls to me,False,,,,1,,all,,,,,,False,,False,True,28
22441,"one book and one ball to me , you have rest",False,,,,,,,,,,,,False,,False,False,-1
22442,hat fits me just right though,False,,,,,,,,,,,,False,,False,False,19
22443,i would like 1 hat and 1 book ?,False,,,,,,,,,,,,False,,False,False,27
22444,"sorry , the hat and a book ?",False,,,,,,,,,,,,False,,False,False,18
22445,gimme hats,False,,,,,,,,,,,,False,,False,False,19
22446,ok,False,,,,,,,,,,,Full,False,,False,True,5
22447,you can have the hats if i can have everything else,False,,,,,,,,,,,,False,,False,False,19
22448,deal .,False,,,,,,,,,,,Full,False,,False,True,13
22449,i will give you 2 books,False,,,,,,,,,,,,False,,False,False,20
22450,i will give you 2 books and one balls,False,,,,,,,,,,,,False,,False,False,25
22451,i cant give you my hate,False,,,,,,,,,,,,False,,False,False,16
22452,"yea i cant do that either , i will give you one books",False,,,,,,,,,,,,False,,False,False,-1
22453,i need the hat for sure and one of the balls .,False,,,,,,,,,,,,False,,False,False,19
22454,i need the hat for sure .,False,,,,,,,,,,,,False,,False,False,19
22455,then you can keep the hat . i will have to take both books and both balls .,False,,,,,,,,,,,,False,,False,False,-1
22456,no deal .,False,,,,,,,,,,,No Deal,False,,False,True,10
22457,that is a deal,False,,,,,,,,,,,,False,,False,False,16
22458,i just want one ball and one book . you can have the rest .,False,,,,,,,,,,,,False,,False,False,29
22459,i just want the book,False,,,,,,,,,,,,False,,False,False,-1
22460,thx,False,,,,,,,,,,,Full,True,,False,True,-1
22461,i need the hats and all of the balls,False,,,,,,,,,,,,False,,False,False,19
22462,deal,False,,,,,,,,,,,Full,False,,False,True,0
22463,no deal . i'll take ball and 2 books ?,False,,,,,,,,,,,,False,,False,False,25
22464,can't do . books are 1 point for me . i can do the hat and all books .,False,,,,,,,,,,,,False,,False,False,29
22465,then we just need to talk till the no deal button pops up . i don't deal for less than 5 / 10 .,False,,,,,,,,,,,,False,,False,False,-1
22466,books are sucky anyway .,False,,,,,,,,,,,,False,,False,False,-1
22467,blah blah blah no deal .,False,,,,,,,,,,,No Deal,False,,False,True,-1
22468,ill give you the books if i can have everything else,False,,,,,,,,,,,,False,,False,False,31
22469,no deal . i can give you 4 books thats it,False,,,,,,,,,,,,False,,False,False,26
22470,nope no deal books are worth nothing for me,False,,,,,,,,,,,,False,,False,False,-1
22471,good for you,False,,,,,,,,,,,,False,,False,False,16
22472,cool story,False,,,,,,,,,,,,False,,False,False,-1
22473,i want two books and a hat,False,,,,,,,,,,,,False,,False,False,20
22474,deal,False,,,,,,,,,,,Full,False,,False,True,0
22475,"good afternoon , how about i'll take the book and two hats ?",False,,,,,,,,,,,,False,,False,False,20
22476,"there is only one book , and i'm sorry but i can't give that up .",False,,,,,,,,,,,,False,,False,False,34
22477,"ok , you take two hats and the ball and i'll take the book and a hat .",False,,,,,,,,,,,,False,,False,False,25
22478,i can only get 1 of the books,False,,,,,,,,,,,,False,,False,False,-1
22479,ok you can have the book if i get the ball and a hat .,False,,,,,,,,,,,,False,,False,False,33
22480,thats fine .,False,,,,,,,,,,,,False,,False,False,16
22481,i want the book and ball,False,,,,,,,,,,,,False,,False,False,-1
22482,i need the book or no deal,False,,,,,,,,,,,,False,,False,False,-1
22483,ok,False,,,,,,,,,,,Full,False,,False,True,5
22484,i need those too . can i have the book and 2 hats .,False,,,,,,,,,,,,False,,False,False,20
22485,then i get the rest,False,,,,,,,,,,,,False,,False,False,16
22486,id take the hat and two balls,False,,,,,,,,,,,,False,,False,False,19
22487,how about the hat and a book ?,False,,,,,,,,,,,,False,,False,False,18
22488,how about i take the hat and 2 balls and you can have the book and a ball ?,False,,,,,,,,,,,,False,,False,False,25
22489,i can't do that . i need the hat and two balls,False,,,,,,,,,,,,False,,False,False,-1
22490,i will give you the hat and the book if i get the three balls .,False,,,,,,,,,,,,False,,False,False,7
22491,i want the hats you can have the rest,False,,,,,,,,,,,,False,,False,False,19
22492,"i don't need balls just the hats , they got to be worth something to you , i just need the hats",False,,,,,,,,,,,,False,,False,False,19
22493,then no deal,False,,,,,,,,,,,No Deal,False,,False,True,16
22494,ok hold up ill just take one hat,False,,,,,,,,,,,,False,,False,False,19
22495,nothing,False,,,,,,,,,,,,False,,False,False,16
22496,i would love the hats and the book .,False,,,,,,,,,,,,False,,False,False,22
22497,no sorry that won't work . i can give you 1 hat and a ball .,False,,,,,,,,,,,,False,,False,False,19
22498,"i can't give you both hats , i'm sorry .",False,,,,,,,,,,,,False,,False,False,19
22499,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
22500,1 hat and what else ?,False,,1,,,,,,,,True,,False,,False,True,19
22501,ok deal .,False,,,,,,,,,,,Full,False,,False,True,4
22502,i want the book and balls,False,,,,,,,,,,,,False,,False,False,-1
22503,ok deal,False,,,,,,,,,,,Full,False,,False,True,8
22504,i need hat and 2 balls,False,,,,,,,,,,,,False,,False,False,19
22505,i would like 1 ball and 1 hat,False,,,,,,,,,,,,False,,False,False,19
22506,i get the ball and 1 book . deal,False,,,,,,,,,,,,False,,False,False,29
22507,"nope , i need the hat ansd two books",False,,,,,,,,,,,,False,,False,False,20
22508,deal,False,,,,,,,,,,,Full,False,,False,True,0
22509,can i have 1 of each ?,False,,,,,,,,,,,,False,,False,False,16
22510,"i need at least 1 book and 1 hat , you can have the rest",False,,,,,,,,,,,,False,,False,False,27
22511,"sorry , i meant i need 1 book and 1 ball .",False,,,,,,,,,,,,False,,False,False,29
22512,"sorry , i still need 1 book .",False,,,,,,,,,,,,False,,False,False,-1
22513,deal . i get 1 book and 1 ball . thanks .,False,,,,,,,,,,,,False,,False,False,29
22514,i would like both books and a hat,False,,,,,,,,,,,,False,,False,False,-1
22515,i need both books and you can have the rest,False,,,,,,,,,,,,False,,False,False,-1
22516,i can give you the ball and one hat,False,,,,,,,,,,,,False,,False,False,19
22517,okay i get one book and both hats then,False,,,,,,,,,,,,False,,False,False,27
22518,i want the hats and a ball .,False,,,,,,,,,,,,False,,False,False,19
22519,"how about 2 hats , 1 ball , 1 book .",False,,,,,,,,,,,,False,,False,False,25
22520,"ok . i'll take 2 hats , one ball , and you can have the rest",False,,,,,,,,,,,,False,,False,False,19
22521,you can have 1 of each,False,,,,,,,,,,,,False,,False,False,16
22522,sorry that wont work for me,False,,,,,,,,,,,,False,,False,False,16
22523,deal,False,,,,,,,,,,,Full,False,,False,True,0
22524,i'd like a book and a hat .,False,,,,,,,,,,,,False,,False,False,22
22525,"the book is the only thing i really want , you can have everything else .",False,,,,,,,,,,,,False,,False,False,-1
22526,i don't think we're going to be able to come to an agreement then .,False,,,,,,,,,,,,False,,False,False,16
22527,so what now ?,False,,,,,,,,,,,,False,,False,False,16
22528,you know what ? i'm going to take the book and i'm going to take all the hats and i'm going to take the ball as well . what do you think about that ?,False,,,,,,,,,,,,False,,False,False,37
