,sentences,greeting,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement
4214,if i can have the book and the hat you can have all of the balls,,,,,,,,,
4215,i want two hats,,,,,,,,,
4216,i would like the book and all 3 balls,,,,,,,,,
4217,i would like the ball and the hat .,,,,,,,,,
4218,if i can have one of each you can have the other two books,,,,,,,,,
4219,i want the 4 books and 2 hats please,,,,,,,,,
4220,"hi , i need the book and 2 hats",,,,,,,,,
4221,i'd like the ball and the book . you can have the reset,,,,,,,,,
4222,i would like the books and the ball .,,,,,,,,,
4223,"the ball and hat for me , rest to you",,,,,,,,,
4224,i need the hats and the ball,,,,,,,,,
4225,if i can have the book and the hats you can have the ball,,,,,,,,,
4226,hello i would like 1 book and 1 ball .,,,,,,,,,
4227,i'll take both balls and a hat,,,,,,,,,
4228,you can have all 3 basketballs and ill take the book and hat,,,,,,,,,
4229,i need the ball and the hats,,,,,,,,,
4230,would like the book and 1 hat . you can have the rest .,,,,,,,,,
4231,"hows about 2 books and 2 hats for me , you get 1 ball and 1 hat ?",,,,,,,,,
4232,what would you like ?,,,,,,,,,
4233,"i'll have the balls , you can have the rest .",,,,,,,,,
4234,i would like all the balls and the hat .,,,,,,,,,
4235,"i'd like the hats and the book , but being fair i'd settle for just the hats .",,,,,,,,,
4236,can i have the hat and one of the books ?,,,,,,,,,
4237,i really need that book and i'd like both hats also,,,,,,,,,
4238,you can have the hats if i can have the book and ball,,,,,,,,,
4239,i would like both books and one hat,,,,,,,,,
4240,book and balls to me,,,,,,,,,
4241,i would like 1 hat and 1 book ?,,,,,,,,,
4242,gimme hats,,,,,,,,,
4243,i will give you 2 books,,,,,,,,,
4244,i just want one ball and one book . you can have the rest .,,,,,,,,,
4245,i need the hats and all of the balls,,,,,,,,,
4246,ill give you the books if i can have everything else,,,,,,,,,
4247,i want two books and a hat,,,,,,,,,
4248,"good afternoon , how about i'll take the book and two hats ?",,,,,,,,,
4249,i want the book and ball,,,,,,,,,
4250,how about i take the hat and 2 balls and you can have the book and a ball ?,,,,,,,,,
4251,i would love the hats and the book .,,,,,,,,,
4252,i want the book and balls,,,,,,,,,
4253,i would like 1 ball and 1 hat,,,,,,,,,
4254,can i have 1 of each ?,,,,,,,,,
4255,i want the hats and a ball .,,,,,,,,,
4256,i'd like a book and a hat .,,,,,,,,,
4257,i will give you a book and 2 hats .,,,,,,,,,
4258,i really need both books . you could take all the rest .,,,,,,,,,
4259,how about one book and 2 hats for me,,,,,,,,,
4260,i'd love to take a hat and ball off your hands,,,,,,,,,
4261,"if i can have the ball , you can have the rest",,,,,,,,,
4262,you take the books ?,,,,,,,,,
4263,i'd be happy with 1 book 1 hat,,,,,,,,,
4264,"i need the hat and books , you can have the balls",,,,,,,,,
4265,ill take two hats and a ball,,,,,,,,,
4266,you can have the book,,,,,,,,,
4267,book and 2 hats to me,,,,,,,,,
4268,i would like the book and two hats .,,,,,,,,,
4269,i want the hat and the balls,,,,,,,,,
4270,"hi , i need the hats and 2 books",,,,,,,,,
4271,i want the ball and both books,,,,,,,,,
4272,hi,,,,,,,,,
4273,"hi there ! i would like the basketball and 3 books , please .",,,,,,,,,
4274,"you keep the balls , i keep the hat and the book",,,,,,,,,
4275,can i just have the hat ?,,,,,,,,,
4276,do you have books and caps,,,,,,,,,
4277,i need the ball,,,,,,,,,
4278,hi i would like the book and ball and you can have the hats,,,,,,,,,
4279,which items do you want ?,,,,,,,,,
4280,i would like the book and 2 balls please,,,,,,,,,
4281,i'd like the book .,,,,,,,,,
4282,i want the book and balls .,,,,,,,,,
4283,if i can have the balls you can have everything else,,,,,,,,,
4284,can i have one book and two balls,,,,,,,,,
4285,"hi , i need 3 books and 2 hats",,,,,,,,,
4286,"hello , u keep book and i ll take the rest",,,,,,,,,
4287,i would be happy with just two hats,,,,,,,,,
4288,i'd like all the balls and one book,,,,,,,,,
4289,"i need the hat , 1 ball and 2 books",,,,,,,,,
4290,i would like the hat and the books .,,,,,,,,,
4291,2 balls and 1 book please ?,,,,,,,,,
4292,may i have a hat ?,,,,,,,,,
4293,if i can have the book you can take the rest,,,,,,,,,
4294,if i can have the ball and two hats you can have the rest,,,,,,,,,
4295,i would like the ball and one book . you can have the hat and one book .,,,,,,,,,
4296,i would like the hat and one of the books .,,,,,,,,,
4297,i'd like 2 books 2 hats,,,,,,,,,
4298,what do you want ?,,,,,,,,,
4299,i should get everything,,,,,,,,,
4300,if you give me the books i will give you everything else .,,,,,,,,,
4301,i just want the book,,,,,,,,,
4302,what would you like,,,,,,,,,
4303,"id like the hat and ball , , , books are yours",,,,,,,,,
4304,i'd like the book .,,,,,,,,,
4305,"hello there ! i'd like the book and the hats , balls can be yours !",,,,,,,,,
4306,"i would like the hat , and a book , maybe a ball if you can",,,,,,,,,
4307,give me only the books and you can keep the rest .,,,,,,,,,
4308,i like basketball .,,,,,,,,,
4309,"could i have a ball , a hat , and one book please ?",,,,,,,,,
4310,i need both balls and the book,,,,,,,,,
4311,i will take the hat and 1 ball . you can have all the books and 1 ball .,,,,,,,,,
4312,i want the ball and books .,,,,,,,,,
4313,"i would like 2 balls , 2 hats and 1 book",,,,,,,,,
4314,book and hats for me,,,,,,,,,
4315,i would like the book please,,,,,,,,,
4316,what would you like,,,,,,,,,
4317,i would like the ball and hat . you can have the 3 books .,,,,,,,,,
4318,i would like two books and a ball .,,,,,,,,,
4319,give me book hats and one ball,,,,,,,,,
4320,"hello , may i have the hat and 2 balls ?",,,,,,,,,
4321,"hi , i would like the hat and balls and you can have the books .",,,,,,,,,
4322,"hi , i would like the hat and books and you can have the balls",,,,,,,,,
4323,"hi i'd like the ball , the hat , and 1 book .",,,,,,,,,
4324,i'd like books .,,,,,,,,,
4325,i would like the ball and hat,,,,,,,,,
4326,i would like all the books and the hat,,,,,,,,,
4327,i'd like two of the books and 1 ball and you can keep the rest,,,,,,,,,
4328,what would you like ?,,,,,,,,,
4329,"gimme the books , you take rest",,,,,,,,,
4330,can i get three hats and 1 basketball ?,,,,,,,,,
4331,what would you like,,,,,,,,,
4332,i want the books and balls,,,,,,,,,
4333,you can keep all the hats and i keep the rest .,,,,,,,,,
4334,can i have 2 balls and 2 hats ?,,,,,,,,,
4335,i would like the ball and book please,,,,,,,,,
4336,i would like the hats and the balls .,,,,,,,,,
4337,if i can have all of the books you can have the hats and the ball,,,,,,,,,
4338,i'll take 2 hats and one book . you can take the rest,,,,,,,,,
4339,i would like the 2 balls and 1 book,,,,,,,,,
4340,can i have the books and the balls ?,,,,,,,,,
4341,what would you like from this deal ?,,,,,,,,,
4342,you can have the hats ill take the rest,,,,,,,,,
4343,"hi there , i'd take the hat and 1 book , and you can have the rest .",,,,,,,,,
4344,i would like the hat and ball please,,,,,,,,,
4345,the hats and book are mine,,,,,,,,,
4346,hello . i would like the ball and 2 hats .,,,,,,,,,
4347,i'd like the ball and 1 hat .,,,,,,,,,
4348,i would like the books and the hat .,,,,,,,,,
4349,i would like all the books and the hat please .,,,,,,,,,
4350,"you can have the book , i get everything else .",,,,,,,,,
4351,can i have the books and the balls please ?,,,,,,,,,
4352,i could do with 2 balls and a hat,,,,,,,,,
4353,i'd like the ball and the books ; are the hats of any value to you ?,,,,,,,,,
4354,"ill take hat and ball , you can have the books",,,,,,,,,
4355,i would like the hats and basketball you can have the book,,,,,,,,,
4356,ill take books you get the rest,,,,,,,,,
4357,need hat and 2 balls 1 book,,,,,,,,,
4358,i want the book,,,,,,,,,
4359,"you take the hats , i take the book and the 2 balls",,,,,,,,,
4360,i really need a ball but i could use a hat,,,,,,,,,
4361,hey there . how's it going . what are you looking for today ?,,,,,,,,,
4362,i need the ball and 1 book ?,,,,,,,,,
4363,"i'll take two hats , a ball and a book",,,,,,,,,
4364,"i'd like the hats and balls , you can have the books",,,,,,,,,
4365,you can have the hats if i get everything else,,,,,,,,,
4366,can i get 2 books and 2 balls ?,,,,,,,,,
4367,1 hat 1 book,,,,,,,,,
4368,i would like 1 hat and 1 ball,,,,,,,,,
4369,if i can have the ball and the hat you can have all of the books,,,,,,,,,
4370,can i have 1 ball you get the rest,,,,,,,,,
4371,could i have a ball and the hat kindly ?,,,,,,,,,
4372,can i have two books and one ball ?,,,,,,,,,
4373,could i have a ball and two books ?,,,,,,,,,
4374,what would you like,,,,,,,,,
4375,i would like the hat and the ball .,,,,,,,,,
4376,gimme the hat and books,,,,,,,,,
4377,i'll take all the hats and the book .,,,,,,,,,
4378,if i can have the hats and the ball you can have the book,,,,,,,,,
4379,"i'd like the two books , you can have the rest .",,,,,,,,,
4380,i would like one hat and the book,,,,,,,,,
4381,i just wan the hat please,,,,,,,,,
4382,i would take the book and the ball you can have the hats,,,,,,,,,
4383,i need the hat and one of the balls,,,,,,,,,
4384,i'd like hat and book .,,,,,,,,,
4385,"i'd like the book , and two balls . you can have the hat and a ball .",,,,,,,,,
4386,"you take the hats , i take the balls and the book",,,,,,,,,
4387,if i can have the balls you can have the rest,,,,,,,,,
4388,may i have the ball ?,,,,,,,,,
4389,"how about you get 3 balls and the 2 hats , and i get the 2 books",,,,,,,,,
4390,i would like 2 balls and 1 book,,,,,,,,,
4391,i'd like two books and a hat,,,,,,,,,
4392,"hey there , i'd like the ball and 1 hat , hows that sound ?",,,,,,,,,
4393,i'd like the book and 2 balls,,,,,,,,,
4394,"hey , i want a book and 2 hats",,,,,,,,,
4395,i would like the hat and 3 books i like to ready in the shade,,,,,,,,,
4396,the book and ball please,,,,,,,,,
4397,hi i would like the hat and books and you can have the ball,,,,,,,,,
4398,i want the book and 2 basketballs you can have the hats,,,,,,,,,
4399,hi i would like the hat and balls and you can have the books,,,,,,,,,
4400,id like the books and one ball . . . . a ball and hat for you,,,,,,,,,
4401,i want the ball and books .,,,,,,,,,
4402,i just wan the hat please,,,,,,,,,
4403,hi . i'm sending you 1 of each items i have,,,,,,,,,
4404,i'd like the hat and books . what do you want ?,,,,,,,,,
4405,i would like to offer you one ball,,,,,,,,,
4406,what if i take the hat and two books ?,,,,,,,,,
4407,i want all the hats and one ball,,,,,,,,,
4408,can i get the ball and 1 book,,,,,,,,,
4409,"you take the balls , i get the books and hats",,,,,,,,,
4410,i'd love the balls and the books .,,,,,,,,,
4411,i would really like a hat,,,,,,,,,
4412,"i'll take the book and hat , you can have all the balls",,,,,,,,,
4413,"hello . if i can have both books , you are welcome to everything else .",,,,,,,,,
4414,"hi , i only need the balls",,,,,,,,,
4415,"hi , can i have the ball and 2 hats ?",,,,,,,,,
4416,hi i would like the balls and hat and you can have the book,,,,,,,,,
4417,"hi , i'd like all of the balls and the hat .",,,,,,,,,
4418,can i have the book and two balls please ?,,,,,,,,,
4419,can i have the books and a two balls please ?,,,,,,,,,
4420,i want the book and one hat,,,,,,,,,
4421,"hi there , i'd take the book and 1 hat .",,,,,,,,,
4422,"i'd like all the hats , you can have the rest .",,,,,,,,,
4423,you take ball and one book,,,,,,,,,
4424,"give me balls and hat , you take rest",,,,,,,,,
4425,what if i get the hat and book and you take the rest ?,,,,,,,,,
4426,i would like the books and the hat,,,,,,,,,
4427,i would like the books and the ball .,,,,,,,,,
4428,i would like the hats and 2 balls please,,,,,,,,,
4429,i would like the 2 books,,,,,,,,,
4430,you take all hats and i keep the rest,,,,,,,,,
4431,what would you like ?,,,,,,,,,
4432,i would like the hat and 1 ball ?,,,,,,,,,
4433,"i'd like one ball , you can have everything else",,,,,,,,,
4434,i need both balls and a hat,,,,,,,,,
4435,"i'd like the books and hats , you take the balls",,,,,,,,,
4436,"i'll take 3 books , 1 hat , and the ball .",,,,,,,,,
4437,good evening ! i'd like the balls and the hat if you don't object .,,,,,,,,,
4438,i'd like books . you can have rest .,,,,,,,,,
4439,i can offer all 3 balls,,,,,,,,,
4440,id like the balls please,,,,,,,,,
4441,i would like the hats and something else .,,,,,,,,,
4442,give me the hat and two books .,,,,,,,,,
4443,id like the book and the balls . . . hats to you,,,,,,,,,
4444,you can have all boks if i can have hat and ball,,,,,,,,,
4445,"i would like the books and the hat , you may have all the balls .",,,,,,,,,
4446,i hear basketballs are in season this year . . . . .,,,,,,,,,
4447,you can have the hats if i can have the ball and book,,,,,,,,,
4448,"i'd like 2 hats , 1 book and 1 ball please .",,,,,,,,,
4449,hi i would like the books and hat and you can have the balls,,,,,,,,,
4450,i will give you the balls and i want the books and the hat,,,,,,,,,
4451,hey there ! i'd like the ball and the books . you keep the 3 hats ?,,,,,,,,,
4452,"hi can i have a ball , a hat , and a book ?",,,,,,,,,
4453,i would like both hats and you can have the rest .,,,,,,,,,
4454,hi there ! i'd love the hat and book .,,,,,,,,,
4455,i'd like 1 of each please .,,,,,,,,,
4456,"hi , iwould like the book and balls and you can have the hat",,,,,,,,,
4457,hi . ill take the hats and balls and you can have the books,,,,,,,,,
4458,if i can have the book and the balls you can have the hats,,,,,,,,,
4459,give me hat and books,,,,,,,,,
4460,hello . i would like the books and two balls . you can have all of the hats .,,,,,,,,,
4461,i would like 2 balls a hat and a book,,,,,,,,,
4462,hi i would like the books and balls and you can have the hats,,,,,,,,,
4463,i'd like the ball & 3 hats,,,,,,,,,
4464,i would like the ball and both books .,,,,,,,,,
4465,i would like the book and a hat,,,,,,,,,
4466,hi i would like the ball and hats and you can have the books,,,,,,,,,
4467,i'll take the book and 2 balls . you can have the hats and 1 ball .,,,,,,,,,
4468,i don't want any basketballs,,,,,,,,,
4469,hello . how does it sound if i get the balls and you get the rest ?,,,,,,,,,
4470,gimme hat and balls,,,,,,,,,
4471,id like the ball and 2 hats,,,,,,,,,
4472,i would like the ball and the books .,,,,,,,,,
4473,if i take the basketball and books you can have the hats,,,,,,,,,
4474,i want the 2 hats and the book please,,,,,,,,,
4475,you can have one book,,,,,,,,,
4476,i'd like hat and ball .,,,,,,,,,
4477,i don't need any hats .,,,,,,,,,
4478,i need both hats and the book,,,,,,,,,
4479,i would give you a book and a ball .,,,,,,,,,
4480,i'd like the ball and 2 hats .,,,,,,,,,
4481,i would like the hats and the balls .,,,,,,,,,
4482,i want the book . you can take the rest .,,,,,,,,,
4483,"let me get those hats , cowboy .",,,,,,,,,
4484,can i have two books and 1 ball,,,,,,,,,
4485,i would like the ball and the hats please .,,,,,,,,,
4486,"hello , can i have 2 hats and 1 ball",,,,,,,,,
4487,i would enjoy if i could have the hat and two of the balls,,,,,,,,,
4488,i want two hats and a book,,,,,,,,,
4489,i would like all the books and one ball,,,,,,,,,
4490,what would you like,,,,,,,,,
4491,i'd love 2 hats and a ball .,,,,,,,,,
4492,i need 2 balls and 1 hat . you can have the books,,,,,,,,,
4493,can i have the hats please ?,,,,,,,,,
4494,i would like the hats .,,,,,,,,,
4495,would you like the hats ?,,,,,,,,,
4496,"i'll take the books , you can have everything else",,,,,,,,,
4497,i'd like the book and the hat .,,,,,,,,,
4498,what would you like ?,,,,,,,,,
4499,take four hats and call it a deal,,,,,,,,,
4500,i get ball and books you get all the hats,,,,,,,,,
4501,if i can have the book and the hat you can have all of the balls,,,,,,,,,
4502,may i have 3 balls and a hat ?,,,,,,,,,
4503,i would like all the balls and any 2 items of your choosing .,,,,,,,,,
4504,what do you think of this deal ?,,,,,,,,,
4505,can i get both basketballs and the book ?,,,,,,,,,
4506,"you get 1 book and 2 hats , i get 1 hat and 1 ball",,,,,,,,,
4507,i would like the hat and the balls .,,,,,,,,,
4508,"i'll take the basketballs , you can have the rest",,,,,,,,,
4509,i'd like the ball and books,,,,,,,,,
4510,i'll trade the hats for the book and balls,,,,,,,,,
4511,i would like both hats and the ball,,,,,,,,,
4512,what would you like,,,,,,,,,
4513,i want the books and a hat,,,,,,,,,
4514,i would like the ball and the hat .,,,,,,,,,
4515,i'd like the books and the hat .,,,,,,,,,
4516,gimme book and a ball,,,,,,,,,
4517,i'll take both hats if you want everything else ?,,,,,,,,,
4518,"hi , i would like the books and ball and you can have the hat",,,,,,,,,
4519,what are you looking to get out of this ?,,,,,,,,,
4520,gimme books and ball,,,,,,,,,
4521,give me the hat and balls,,,,,,,,,
4522,i'll take both balls and a book,,,,,,,,,
4523,i need the hats and 2 books,,,,,,,,,
4524,"i would like the book and balls , you can have all the hats",,,,,,,,,
4525,if i can have the balls you can have the hat and book,,,,,,,,,
4526,i need the hats and balls,,,,,,,,,
4527,i would like 2 hats and 1 book please,,,,,,,,,
4528,how many of those balls are you going to give me ?,,,,,,,,,
4529,i want the ball and hats,,,,,,,,,
4530,gimme book and hat,,,,,,,,,
4531,"you take the books , i will take the hat and the ball",,,,,,,,,
4532,i will the the hat and the books . you can have the balls .,,,,,,,,,
4533,i would like the hat and 2 balls,,,,,,,,,
4534,do you have any books ?,,,,,,,,,
4535,i would like 1 hat and 2 books ?,,,,,,,,,
4536,"hey , i want 1 of each",,,,,,,,,
4537,i would like 2 balls and as many hats as you can spare,,,,,,,,,
4538,i would like the balls and the book .,,,,,,,,,
4539,can i have the balls and a book please ?,,,,,,,,,
4540,what item are you most interested in ?,,,,,,,,,
4541,i want both balls,,,,,,,,,
4542,"i'd like a ball , a hat and a book .",,,,,,,,,
4543,i'll take the balls and 1 hat,,,,,,,,,
4544,gimme the book and teh ball,,,,,,,,,
4545,i need the hats you can have the ball and the book,,,,,,,,,
4546,can i have 2 hats and 2 books,,,,,,,,,
4547,"i would like the cowboy hats and books , please .",,,,,,,,,
4548,i need the two books and the hats,,,,,,,,,
4549,is there anyway i could get 2 books and a hat ?,,,,,,,,,
4550,i would like your book .,,,,,,,,,
4551,i'd like the book and some hats . . . let's talk !,,,,,,,,,
4552,i need the three balls and hat and you could take all the books,,,,,,,,,
4553,i'd like the ball and hat . you can have all the books .,,,,,,,,,
4554,1 ball ad 3 hats please,,,,,,,,,
4555,i would like all balls and you can have the rest,,,,,,,,,
4556,the hat and one and one book,,,,,,,,,
4557,what do you need ?,,,,,,,,,
4558,i would like the hat and the books .,,,,,,,,,
4559,i need the hat and the book,,,,,,,,,
4560,i would like three books and the hat .,,,,,,,,,
4561,ill give you a ball for a hat,,,,,,,,,
4562,ill take the hat and balls if that's ok ?,,,,,,,,,
4563,give me balls and hat,,,,,,,,,
4564,i need the book and 2 hats,,,,,,,,,
4565,i'd like all of the hats .,,,,,,,,,
4566,if i can have the book and the balls you can have all of the hats,,,,,,,,,
4567,you can have the hats if i can have the books and ball,,,,,,,,,
4568,i would be happy with both balls,,,,,,,,,
4569,"i'd like the two hats , you can keep the rest .",,,,,,,,,
4570,i will take the book and basketballs you can have the hat,,,,,,,,,
4571,what kinds of items do you need ?,,,,,,,,,
4572,hello . i would like all the balls,,,,,,,,,
4573,i can give you two balls if that works .,,,,,,,,,
4574,i would like the balls and the hats ?,,,,,,,,,
4575,i'll take a book and a ball .,,,,,,,,,
4576,i need the book and the hats .,,,,,,,,,
4577,i'll take the hats and the ball,,,,,,,,,
4578,i'l take balls and book if you want the hats,,,,,,,,,
4579,what would you like ?,,,,,,,,,
4580,"i'd like a hat , ball and 5 books",,,,,,,,,
4581,i'd like all the books and the hat,,,,,,,,,
4582,lemme get that ball and the hats,,,,,,,,,
4583,hi . i'll take the books and balls and you can have the hats,,,,,,,,,
4584,i can give you the ball if you give me everything else .,,,,,,,,,
4585,i would like the book and the hat .,,,,,,,,,
4586,i would like the books and the balls,,,,,,,,,
4587,i'll take the books and at least one basketball .,,,,,,,,,
4588,i want one of each .,,,,,,,,,
4589,i would like the hat and balls .,,,,,,,,,
4590,can i get the balls and the hats ?,,,,,,,,,
4591,"hello . if possible , i'd like the ball and two books please . i'd be willing to give you both hats .",,,,,,,,,
4592,i would like 2 balls and 1 book,,,,,,,,,
4593,i would like the ball and both hats .,,,,,,,,,
4594,"i would like the the ball , two books , and a hat .",,,,,,,,,
4595,i can offer you one hat,,,,,,,,,
4596,what would you like today ?,,,,,,,,,
4597,i would like 3 bokos and 1 hat,,,,,,,,,
4598,i'd like 3 hats .,,,,,,,,,
4599,"hello , i would like the hat and 1 ball , and can give you 2 books and 2 balls",,,,,,,,,
4600,i'll take the book and the two hats,,,,,,,,,
4601,i'd like the book and a hat please,,,,,,,,,
4602,i need the ball and the hats,,,,,,,,,
4603,i can give you a hat and 2 books,,,,,,,,,
4604,"i'd like the book , the rest is for you !",,,,,,,,,
4605,"i would like book , 1 hat and 2 balls",,,,,,,,,
4606,i would like the ball and 2 hats,,,,,,,,,
4607,hi,,,,,,,,,
4608,if i can have the balls and the hats you can have the books,,,,,,,,,
4609,hi i would like the hat and books and you can have the balls,,,,,,,,,
4610,i would like 3 book and 1 ball,,,,,,,,,
4611,gimme the ball,,,,,,,,,
4612,books and hats,,,,,,,,,
4613,can i get a book and the two balls ?,,,,,,,,,
4614,i really like that hat,,,,,,,,,
4615,"i would definitely like the hat , but also both balls .",,,,,,,,,
4616,i would like the hat and another category of items .,,,,,,,,,
4617,i want one of each please .,,,,,,,,,
4618,can i have the balls ?,,,,,,,,,
4619,"i need the hats and the book , you can have the ball",,,,,,,,,
4620,"hi , i want the book and the hat",,,,,,,,,
4621,i jsut want hats,,,,,,,,,
4622,i would like the books and 1 ball . you can have the hats and 1 ball,,,,,,,,,
4623,hi i would like the three balls and three books,,,,,,,,,
4624,i would like 2 hats . you can have all of the basketballs and books,,,,,,,,,
4625,hi,,,,,,,,,
4626,i would like to get the books and 1 ball,,,,,,,,,
4627,hi i would like the ball and hats and you can have the books,,,,,,,,,
4628,i'd like the ball please .,,,,,,,,,
4629,"hello , which items would you prefer ?",,,,,,,,,
4630,i'd like the hat and the book,,,,,,,,,
4631,i would like the book and a hat,,,,,,,,,
4632,hi i would like one of everything .,,,,,,,,,
4633,let me get the book and ball,,,,,,,,,
4634,what is your choice ?,,,,,,,,,
4635,"i'd like the books , you can have the rest",,,,,,,,,
4636,i'd like the hats and a book or a ball . what's your most important item ?,,,,,,,,,
4637,"hello , i would like both balls , a book , and a hat",,,,,,,,,
4638,"gimme book and hats , you have all else",,,,,,,,,
4639,i would like all 3 books and the ball,,,,,,,,,
4640,i need the book and two balls,,,,,,,,,
4641,"i would like the ball , the hat , and 1 book .",,,,,,,,,
4642,"hello , i would like the ball and the hats , or the ball and some books .",,,,,,,,,
4643,i'd like the hat and books ; you can have the balls,,,,,,,,,
4644,i would like 2 books and 1 hat ?,,,,,,,,,
4645,gimme the book and hats,,,,,,,,,
4646,i would like 1 of each item,,,,,,,,,
4647,i like the boos and hats,,,,,,,,,
4648,id like ball and two hats .,,,,,,,,,
4649,ok you keep balls and i keep the rest,,,,,,,,,
4650,"i'd like the hat for sure ; if the ball is of value you , i'd like some books .",,,,,,,,,
4651,i'd love the book and the balls .,,,,,,,,,
4652,"i really like to read , let me have the books you can have everything else .",,,,,,,,,
4653,you can have the books if i can have the rest ?,,,,,,,,,
4654,i will take the hat and basketballs you take the book,,,,,,,,,
4655,can i have 2 balls and a book ?,,,,,,,,,
4656,i value hats the most,,,,,,,,,
4657,i'll take all the items .,,,,,,,,,
4658,hi i would like the books and ball and you can have the hats,,,,,,,,,
4659,"i'd like the 4 hats , you can have the other two items which i assume are of higher value .",,,,,,,,,
4660,i would like one book and 2 balls,,,,,,,,,
4661,if i can have the ball and the books i will give you the hats,,,,,,,,,
4662,i would like 2 hats 2 balls,,,,,,,,,
4663,could i have the books ?,,,,,,,,,
4664,i'd like to keep 3 hats and the book . are the balls of value to you ?,,,,,,,,,
4665,i would like the ball and 3 books,,,,,,,,,
4666,i want two hats and a book and a ball,,,,,,,,,
4667,i would like the hat and the ball .,,,,,,,,,
4668,"the hat and a book for me , the rest you",,,,,,,,,
4669,i can give you a ball and 2 books,,,,,,,,,
4670,hello,,,,,,,,,
4671,if i can have the hat and the balls you can have the books,,,,,,,,,
4672,"i'd like the ball , 2 books , and a hat please",,,,,,,,,
4673,what items do you want ? i would like the balls and 1 hat,,,,,,,,,
4674,"hello ! i'd like to get both basketballs , and you can have the rest .",,,,,,,,,
4675,take all the books i want the rest,,,,,,,,,
4676,ok you take all hats and i keep the rest deal ?,,,,,,,,,
4677,gimme the hats and ball,,,,,,,,,
4678,i'd like the basketball and hats . you can have all the books .,,,,,,,,,
4679,"hi there , i'd like the hat and the book . you can have the balls .",,,,,,,,,
4680,i want all of the hats,,,,,,,,,
4681,i'd love to have the basketball and the book,,,,,,,,,
4682,the hat and one and one book,,,,,,,,,
4683,i don't need any books,,,,,,,,,
4684,if i can have the hats and the books you can have the ball,,,,,,,,,
4685,"i'll take the hat and balls , you get the books ?",,,,,,,,,
4686,gimme all hats,,,,,,,,,
4687,"hello , i want the book and the hat . you can have the balls .",,,,,,,,,
4688,hi . ill take the hats and ball and you can have the book,,,,,,,,,
4689,"i would like 1 book and 1 hat . you can have the hats , hopefully that'll be enough points for both of us .",,,,,,,,,
4690,"i would like the balls , you may have the rest .",,,,,,,,,
4691,can i have books and ball ?,,,,,,,,,
4692,i need three hats .,,,,,,,,,
4693,i get ball and book you get hats and a book .,,,,,,,,,
4694,can i have the balls and the books ?,,,,,,,,,
4695,i would like two books and the hat .,,,,,,,,,
4696,i need that book and maybe a ball as well,,,,,,,,,
4697,i would like both books and both hats .,,,,,,,,,
4698,hello . i will take the basketball and you can have the rest,,,,,,,,,
4699,"i love the book , you can have everything else",,,,,,,,,
4700,"you're going to hate me , but what are your thoughts on you getting the two balls and me keeping the rest ?",,,,,,,,,
4701,hello . i need the book and the hat to make this deal . you can have all 4 balls .,,,,,,,,,
4702,you can have the ball and book if i can have the hats,,,,,,,,,
4703,if i can have one of each you can have the other two hats,,,,,,,,,
4704,i get ball you get the rest ?,,,,,,,,,
4705,i want the book . we can split the rest,,,,,,,,,
4706,"i'd like the hat , balls and a book",,,,,,,,,
4707,i need book 2 hats,,,,,,,,,
4708,"hello , i would like the hats and can give you the book and ball in exchange",,,,,,,,,
4709,if i can have the balls and the hat you can have the books,,,,,,,,,
4710,"hi , i need 1 hat and 3 balls please",,,,,,,,,
4711,gimme the hat and the books,,,,,,,,,
4712,"you take the books , i take the hat and the balls",,,,,,,,,
4713,i'd like 1 book 1 hat and 1 ball,,,,,,,,,
4714,i would like the ball . you can have the rest ?,,,,,,,,,
4715,i need the hat and 2 balls,,,,,,,,,
4716,i want ball and 2 hats,,,,,,,,,
4717,if i can have the hats and one ball you can have the rest,,,,,,,,,
4718,give me hat and ball,,,,,,,,,
4719,hello i would like the hat and the balls - what about you ?,,,,,,,,,
4720,i want the ball and two hats,,,,,,,,,
4721,"i'd like the booka nd 2 hats , you keep the balls and 1 hat ?",,,,,,,,,
4722,"i want the book , both hats and 1 ball",,,,,,,,,
4723,i'll take two balls and a book . you can have two hats and a book .,,,,,,,,,
4724,i would like the book one ball and one hat,,,,,,,,,
4725,i really like the hat can i have this,,,,,,,,,
4726,i would like 1 book and 1 hat,,,,,,,,,
4727,need ball and hat,,,,,,,,,
4728,gimme the books and hat,,,,,,,,,
4729,"i need the ball , you can hav the rest",,,,,,,,,
4730,i would just like the book,,,,,,,,,
4731,what kind of deal can we make ? i really want the books,,,,,,,,,
4732,i would like the books one hat and one ball,,,,,,,,,
4733,i'll take the ball . you can have the rest .,,,,,,,,,
4734,"please let me have 2 balls , 2 hats and a book .",,,,,,,,,
4735,i need the hat and book,,,,,,,,,
4736,hi . ill take the balls and book and you can have the hats,,,,,,,,,
4737,i'll take 2 books and a hat,,,,,,,,,
4738,i would like the hat and the balls .,,,,,,,,,
4739,i'll take the two books and you can have the hat and the balls .,,,,,,,,,
4740,i'll take the basketballs and hats .,,,,,,,,,
4741,"hi , i can take the ball and the hat",,,,,,,,,
4742,i need the balls and the hats,,,,,,,,,
4743,i would like the balls and the hat .,,,,,,,,,
4744,if i can have the hat and two books i'll give you the rest,,,,,,,,,
4745,what would you like,,,,,,,,,
4746,if i can have one of each you can have the rest,,,,,,,,,
4747,i'll take the balls if you want the rest,,,,,,,,,
4748,i would like the ball and books,,,,,,,,,
